"","workclass","marital_status","occupation","relationship","race","sex","native_country","income","age","education_num","hours_per_week","capital"
"2400","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",63,4,60,7688
"2401","Local-gov","Divorced","Tech-support","Not-in-family","White","Female","USA","<=50K",42,10,40,3325
"2402","Private","Never-married","Prof-specialty","Not-in-family","White","Male","USA",">50K",30,14,40,10520
"2403","Private","Never-married","Craft-repair","Not-in-family","White","Male","USA","<=50K",41,9,50,3325
"2404","State-gov","Never-married","Other-service","Own-child","White","Male","USA","<=50K",54,8,40,4101
"2405","Self-emp-not-inc","Married","Farming-fishing","Not-in-family","White","Male","USA","<=50K",69,6,45,3273
"2406","Local-gov","Married","Craft-repair","Husband","White","Male","USA","<=50K",62,4,40,2829
"2407","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",45,10,50,7298
"2408","Private","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",27,7,40,3942
"2409","Local-gov","Widowed","Prof-specialty","Unmarried","White","Female","USA",">50K",59,14,60,4787
"2410","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",55,13,60,7298
"2411","Private","Married","Prof-specialty","Husband","White","Male","USA","<=50K",72,10,20,3471
"2412","Federal-gov","Divorced","Craft-repair","Not-in-family","Black","Female","USA",">50K",58,7,40,14084
"2413","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",50,15,55,99999
"2414","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",51,14,45,7688
"2415","Federal-gov","Divorced","Exec-managerial","Not-in-family","White","Male","USA",">50K",60,9,40,10520
"2416","Federal-gov","Married","Adm-clerical","Husband","Black","Male","USA",">50K",39,9,52,7688
"2417","Private","Married","Handlers-cleaners","Husband","Asian-Pac-Islander","Male","Other",">50K",61,3,40,7298
"2418","Private","Separated","Machine-op-inspct","Not-in-family","Black","Male","USA","<=50K",39,9,40,2176
"2419","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",69,8,60,9386
"2420","Private","Married","Farming-fishing","Husband","White","Male","USA","<=50K",46,9,55,4064
"2421","Private","Divorced","Craft-repair","Not-in-family","White","Male","USA","<=50K",52,9,40,3325
"2422","Private","Never-married","Machine-op-inspct","Not-in-family","White","Female","USA","<=50K",20,10,40,2176
"2423","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",24,9,50,2885
"2424","Private","Widowed","Prof-specialty","Unmarried","White","Male","USA",">50K",57,13,40,10520
"2425","Private","Divorced","Machine-op-inspct","Not-in-family","White","Male","USA","<=50K",36,9,40,4101
"2426","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",38,13,70,15024
"2427","Local-gov","Married","Protective-serv","Husband","White","Male","USA",">50K",29,11,40,7688
"2428","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",47,9,40,5178
"2429","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA","<=50K",38,9,25,3411
"2430","Private","Never-married","Exec-managerial","Not-in-family","White","Female","USA",">50K",28,10,40,10520
"2431","Federal-gov","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",43,14,12,5013
"2432","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",55,6,40,99999
"2433","Local-gov","Married","Handlers-cleaners","Husband","Black","Male","USA",">50K",57,10,40,7298
"2434","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA","<=50K",38,10,50,3137
"2435","Federal-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",28,13,40,5178
"2436","Private","Married","Transport-moving","Husband","Other","Male","USA","<=50K",45,9,40,4064
"2437","Private","Married","Handlers-cleaners","Other-relative","White","Male","USA","<=50K",20,7,35,2961
"2438","Private","Never-married","Handlers-cleaners","Own-child","White","Male","USA","<=50K",23,10,50,2597
"2439","Private","Never-married","Other-service","Own-child","White","Female","USA","<=50K",24,9,15,594
"2440","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",35,13,50,7688
"2441","Private","Married","Other-service","Husband","Black","Male","USA",">50K",53,9,30,4386
"2442","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",47,13,40,7298
"2443","Private","Widowed","Exec-managerial","Unmarried","White","Male","USA",">50K",43,14,40,4934
"2444","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",57,13,60,15024
"2445","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",41,13,70,7688
"2446","Private","Never-married","Prof-specialty","Unmarried","Black","Female","USA","<=50K",44,12,50,1151
"2447","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",39,12,45,15024
"2448","Private","Never-married","Sales","Unmarried","White","Male","USA","<=50K",18,10,40,2176
"2449","Private","Divorced","Prof-specialty","Not-in-family","White","Male","USA","<=50K",65,13,40,6723
"2450","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",38,9,40,7688
"2451","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",39,14,65,7688
"2452","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",28,13,28,15024
"2453","Private","Never-married","Sales","Own-child","White","Female","USA","<=50K",24,10,30,5060
"2454","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",67,15,25,20051
"2455","Self-emp-not-inc","Divorced","Farming-fishing","Not-in-family","White","Male","USA",">50K",54,13,50,27828
"2456","State-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",36,15,50,15024
"2457","Local-gov","Divorced","Prof-specialty","Unmarried","White","Female","USA","<=50K",43,14,40,914
"2458","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",45,11,38,4386
"2459","Private","Never-married","Craft-repair","Own-child","White","Male","USA","<=50K",17,7,40,594
"2460","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",53,9,40,2829
"2461","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA","<=50K",55,14,50,2228
"2462","Self-emp-not-inc","Married","Sales","Husband","White","Male","Other","<=50K",30,11,60,3137
"2463","Private","Widowed","Tech-support","Unmarried","White","Female","USA","<=50K",46,12,40,6497
"2464","Private","Divorced","Exec-managerial","Not-in-family","White","Male","USA",">50K",30,10,50,8614
"2465","Private","Never-married","Other-service","Other-relative","White","Female","USA","<=50K",20,10,25,4416
"2466","Private","Separated","Tech-support","Unmarried","Black","Female","USA","<=50K",32,10,40,3887
"2467","Private","Married","Adm-clerical","Wife","White","Female","USA","<=50K",55,13,40,3464
"2468","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",38,14,70,99999
"2469","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",75,9,40,3456
"2470","Private","Married","Sales","Husband","White","Male","USA",">50K",41,11,60,4386
"2471","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",63,13,45,15024
"2472","Private","Married","Exec-managerial","Husband","Black","Male","USA",">50K",69,13,50,9386
"2473","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",45,13,40,3103
"2474","Private","Married","Protective-serv","Husband","White","Male","USA",">50K",41,13,60,15024
"2475","Self-emp-not-inc","Married","Craft-repair","Not-in-family","White","Male","USA","<=50K",30,13,60,6849
"2476","Private","Never-married","Transport-moving","Own-child","White","Male","USA","<=50K",18,10,30,2907
"2477","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",49,4,50,2407
"2478","Private","Married","Transport-moving","Husband","Black","Male","Other","<=50K",55,9,40,3411
"2479","Private","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",28,10,55,5013
"2480","Private","Never-married","Tech-support","Own-child","White","Male","USA","<=50K",18,10,20,2176
"2481","Private","Married","Sales","Husband","White","Male","USA",">50K",56,11,40,15024
"2482","Local-gov","Married","Transport-moving","Husband","White","Male","USA",">50K",47,9,40,5178
"2483","Local-gov","Divorced","Prof-specialty","Not-in-family","White","Female","USA",">50K",62,14,33,10520
"2484","Self-emp-not-inc","Never-married","Sales","Own-child","Black","Male","USA",">50K",22,10,55,99999
"2485","Private","Divorced","Exec-managerial","Not-in-family","White","Male","USA","<=50K",41,10,40,4650
"2486","Private","Never-married","Transport-moving","Not-in-family","White","Male","USA","<=50K",25,6,50,2597
"2487","Federal-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",40,15,40,7688
"2488","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",40,10,50,7298
"2489","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",38,13,50,5178
"2490","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",51,15,60,15024
"2491","Private","Married","Farming-fishing","Husband","White","Male","USA","<=50K",31,9,45,3137
"2492","Private","Divorced","Tech-support","Not-in-family","Black","Male","USA",">50K",29,11,40,14344
"2493","Private","Married","Sales","Husband","White","Male","USA",">50K",44,13,50,7688
"2494","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",63,10,40,4386
"2495","Private","Divorced","Transport-moving","Unmarried","White","Female","Other","<=50K",34,9,48,1151
"2496","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",45,15,43,15024
"2497","Private","Divorced","Sales","Not-in-family","White","Female","USA",">50K",39,9,50,4687
"2498","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,13,44,7298
"2499","Private","Married","Craft-repair","Husband","Asian-Pac-Islander","Male","USA",">50K",29,11,32,7298
"2500","State-gov","Married","Exec-managerial","Unmarried","White","Female","USA",">50K",52,14,44,4787
"2501","Local-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",52,14,60,7298
"2502","Private","Never-married","Tech-support","Not-in-family","White","Female","USA","<=50K",24,13,40,3674
"2503","State-gov","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other",">50K",38,13,60,7688
"2504","Local-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",43,14,40,15024
"2505","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",47,13,44,7688
"2506","State-gov","Married","Tech-support","Own-child","White","Female","Other",">50K",34,13,25,5178
"2507","Private","Married","Handlers-cleaners","Husband","White","Male","USA",">50K",70,13,40,6418
"2508","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",37,13,39,7688
"2509","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",39,14,45,7688
"2510","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",53,14,40,3103
"2511","Private","Married","Craft-repair","Wife","White","Female","USA",">50K",57,10,40,9386
"2512","Private","Married","Sales","Husband","White","Male","USA",">50K",28,13,42,7298
"2513","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",55,14,45,3103
"2514","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",30,9,40,7298
"2515","Private","Married","Prof-specialty","Husband","Black","Male","Other",">50K",35,14,40,7298
"2516","Self-emp-not-inc","Never-married","Farming-fishing","Other-relative","White","Male","USA",">50K",47,12,45,10520
"2517","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",28,11,36,7688
"2518","Self-emp-not-inc","Married","Transport-moving","Husband","White","Male","USA",">50K",42,11,80,4386
"2519","Federal-gov","Never-married","Tech-support","Own-child","Black","Male","USA","<=50K",32,11,40,4650
"2520","Private","Separated","Prof-specialty","Not-in-family","White","Male","USA",">50K",57,14,32,10520
"2521","State-gov","Divorced","Tech-support","Not-in-family","White","Female","USA","<=50K",46,11,42,3325
"2522","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",28,14,40,7298
"2523","Private","Married","Protective-serv","Husband","White","Male","USA",">50K",33,9,48,7688
"2524","State-gov","Married","Protective-serv","Husband","White","Male","USA",">50K",36,13,55,7298
"2525","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",42,10,40,7688
"2526","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",32,13,40,7688
"2527","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",40,10,50,4386
"2528","State-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",41,14,60,7298
"2529","Private","Married","Adm-clerical","Husband","Asian-Pac-Islander","Male","Other",">50K",41,13,35,3103
"2530","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",34,13,55,7688
"2531","Private","Married","Craft-repair","Husband","White","Male","Other","<=50K",36,9,40,5013
"2532","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",30,9,70,3103
"2533","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",41,12,60,15024
"2534","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",44,13,45,15024
"2535","Private","Widowed","Sales","Not-in-family","White","Female","Other",">50K",64,9,50,8614
"2536","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA","<=50K",46,10,40,3137
"2537","Local-gov","Married","Prof-specialty","Husband","Black","Male","USA",">50K",58,14,30,7688
"2538","Private","Married","Exec-managerial","Husband","White","Male","Other","<=50K",29,10,70,3411
"2539","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",30,14,60,15024
"2540","Federal-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",54,9,40,5178
"2541","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",42,11,55,15024
"2542","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,14,55,99999
"2543","Private","Married","Transport-moving","Husband","Black","Male","USA",">50K",42,10,45,7688
"2544","Self-emp-not-inc","Divorced","Prof-specialty","Unmarried","White","Male","USA",">50K",42,15,40,7430
"2545","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",39,13,60,15024
